321,烟台市,29,37.463822|121.447935
322,银川市,49,38.487194|106.230909
323,宜昌市,51,30.691967|111.286471
324,岳阳市,56,29.357104|113.128958
325,营口市,76,40.667012|122.235418
326,扬州市,91,32.39421|119.412966
327,盐城市,94,33.347383|120.163562
328,运城市,104,35.026412|111.007529
329,宜宾市,118,28.751769|104.643215
330,阳泉市,126,37.856972|113.580519
331,延吉市,131,42.891254|129.508946
332,玉林市,162,22.636379|110.164756
333,延安市,171,36.585455|109.489727
334,榆林市,172,38.28539|109.734589
335,伊春市,214,47.727536|128.841148
336,鹰潭市,220,28.260189|117.069202
337,宜春市,222,27.815619|114.416778
338,益阳市,242,28.55386|112.35518
339,永州市,243,26.420394|111.613445
340,阳江市,256,21.857958|111.982232
341,云浮市,258,22.915094|112.044491
342,雅安市,287,29.980537|103.013261
343,玉溪市,300,24.352036|102.546543
344,玉树州,343,33.011674|97.091934
345,郑州市,9,34.7466|113.625368
346,遵义市,44,27.725654|106.927389
347,株洲市,54,27.82755|113.134003
348,淄博市,57,36.813487|118.054927
349,张家口市,78,40.824418|114.887543
350,珠海市,84,22.270715|113.576726
351,镇江市,93,32.187849|119.425836
352,周口市,114,33.626149|114.696951
353,中山市,132,22.516999|113.392725
354,漳州市,142,24.512949|117.647481
355,舟山市,146,29.985295|122.207216
356,湛江市,159,21.270708|110.359377
357,肇庆市,160,23.047192|112.465091
358,枣庄市,168,34.810488|117.323725
359,张家界市,241,29.117096|110.479191
360,驻马店市,251,33.011529|114.022298
361,自贡市,279,29.33903|104.778442
362,资阳市,289,30.128901|104.627636
363,昭通市,302,27.338257|103.717465
364,张掖市,326,38.925875|100.449818
365,中卫市,337,37.499973|105.196902
